epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
27,0.9232739210128784,"""[0.9231112]""",0.21168188750743866,0.9259010553359985,0.9203382134437561,0.9143646359443665,"""[0.9182058]""",0.21715138852596283,0.913385808467865,0.9230769276618958
28,0.9191536903381348,"""[0.91888267]""",0.21600951254367828,0.9228007197380066,0.9149977564811707,0.9157458543777466,"""[0.9203655]""",0.2200763076543808,0.9061696529388428,0.9350132346153259
29,0.9195991158485413,"""[0.9194736]""",0.21987281739711761,0.9217352271080017,0.9172229766845703,0.9143646359443665,"""[0.9183136]""",0.21895110607147217,0.9123036861419678,0.924403190612793
30,0.9198217988014221,"""[0.9196428]""",0.22307352721691132,0.9225257635116577,0.9167779088020325,0.9157458543777466,"""[0.91844916]""",0.2135707437992096,0.9258760213851929,0.9111405611038208
31,0.923162579536438,"""[0.92273235]""",0.2111724317073822,0.9287646412849426,0.9167779088020325,0.9143646359443665,"""[0.91852826]""",0.21766312420368195,0.91015625,0.9270557165145874
32,0.9238307476043701,"""[0.92355835]""",0.2113489806652069,0.9277054071426392,0.9194481372833252,0.9067679643630981,"""[0.9131833]""",0.23033443093299866,0.8863919973373413,0.941644549369812
33,0.9206013083457947,"""[0.920433]""",0.21748149394989014,0.9232146739959717,0.9176679849624634,0.9129834175109863,"""[0.91566265]""",0.21386906504631042,0.9243243336677551,0.9071618318557739
34,0.9195991158485413,"""[0.9189856]""",0.21614228188991547,0.9268900156021118,0.9112149477005005,0.9129834175109863,"""[0.9175393]""",0.21623393893241882,0.905684769153595,0.9297082424163818
35,0.9229398369789124,"""[0.9226298]""",0.2095431536436081,0.9271910190582275,0.9181130528450012,0.9122928380966187,"""[0.9163924]""",0.21788246929645538,0.9098039269447327,0.9230769276618958
36,0.9262806177139282,"""[0.9258679]""",0.2097228616476059,0.9319206476211548,0.919893205165863,0.9109116196632385,"""[0.91672045]""",0.22552748024463654,0.893081784248352,0.941644549369812
37,0.9206013083457947,"""[0.9202193]""",0.21413804590702057,0.9255008101463318,0.9149977564811707,0.8950276374816895,"""[0.9046424]""",0.24632751941680908,0.8583333492279053,0.9562334418296814
38,0.9191536903381348,"""[0.918937]""",0.21692408621311188,0.9222322106361389,0.915665328502655,0.9122928380966187,"""[0.9162822]""",0.21940237283706665,0.9108781218528748,0.9217506647109985
39,0.9246102571487427,"""[0.9246354]""",0.21204765141010284,0.9251503944396973,0.9241210222244263,0.908839762210846,"""[0.9142857]""",0.22907237708568573,0.8956742882728577,0.9336870312690735
40,0.921046793460846,"""[0.92068464]""",0.21292635798454285,0.9257592558860779,0.915665328502655,0.9122928380966187,"""[0.9160608]""",0.21697215735912323,0.9130434989929199,0.9190981388092041
