epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.6712694764137268,"""[0.67294484]""",0.9061779975891113,0.6701235771179199,0.6757899522781372,0.8418508172035217,"""[0.8488449]""",0.34555813670158386,0.8449408411979675,0.8527851700782776
1,0.7804008722305298,"""[0.7813747]""",0.5732421278953552,0.7786124348640442,0.7841566801071167,0.8736187815666199,"""[0.87824357]""",0.2920219600200653,0.8811749219894409,0.8753315806388855
2,0.8193764090538025,"""[0.8182429]""",0.47292208671569824,0.824153482913971,0.8124165534973145,0.8825966715812683,"""[0.8883048]""",0.2677399516105652,0.8802083134651184,0.8965517282485962
3,0.8518930673599243,"""[0.8515625]""",0.3867241442203522,0.8542319536209106,0.8489096760749817,0.8922652006149292,"""[0.89830506]""",0.25594112277030945,0.8833333253860474,0.9137930870056152
4,0.8644766211509705,"""[0.86491287]""",0.33752986788749695,0.8629014492034912,0.8669337034225464,0.8998618721961975,"""[0.9031396]""",0.2426258772611618,0.9098250269889832,0.8965517282485962
5,0.8742761611938477,"""[0.8732458]""",0.31795474886894226,0.8812599182128906,0.8653760552406311,0.8977900743484497,"""[0.9032679]""",0.2410571128129959,0.8904638886451721,0.9164456129074097
6,0.8858574628829956,"""[0.8854621]""",0.28893646597862244,0.8893378376960754,0.881619930267334,0.9074585437774658,"""[0.91172594]""",0.23498469591140747,0.9057591557502747,0.9177718758583069
7,0.8940979838371277,"""[0.89382607]""",0.2745935916900635,0.8969303369522095,0.8907431960105896,0.9102209806442261,"""[0.9139073]""",0.23071031272411346,0.9126983880996704,0.9151193499565125
8,0.8963251709938049,"""[0.8959428]""",0.26842090487480164,0.9000673890113831,0.8918558359146118,0.9116021990776062,"""[0.9157895]""",0.22953516244888306,0.9086161851882935,0.9230769276618958
9,0.9023385047912598,"""[0.90184665]""",0.25625839829444885,0.9072281122207642,0.8965287208557129,0.8998618721961975,"""[0.90687215]""",0.23913604021072388,0.8792029619216919,0.9363394975662231
10,0.9055679440498352,"""[0.9050604]""",0.2492101639509201,0.9107705950737,0.8994214534759521,0.9019337296485901,"""[0.90826875]""",0.2369917929172516,0.8853904008865356,0.9323607683181763
11,0.9047884345054626,"""[0.9040512]""",0.24323993921279907,0.9119311571121216,0.8963061571121216,0.8957182168960571,"""[0.9040051]""",0.24487526714801788,0.8681318759918213,0.9429708123207092
12,0.9110245108604431,"""[0.9109352]""",0.23698365688323975,0.9126647114753723,0.9092122912406921,0.9102209806442261,"""[0.9149214]""",0.22582025825977325,0.9031007885932922,0.9270557165145874
13,0.909465491771698,"""[0.90941507]""",0.2381696254014969,0.910734236240387,0.9080997109413147,0.9191988706588745,"""[0.9226702]""",0.22118479013442993,0.9196310639381409,0.9257294535636902
14,0.9160356521606445,"""[0.91528094]""",0.23205427825450897,0.9244212508201599,0.9063195586204529,0.8991712927818298,"""[0.9070063]""",0.2397531121969223,0.8725489974021912,0.9442970752716064
15,0.9133630394935608,"""[0.9133245]""",0.2323712259531021,0.9145470857620239,0.9121050238609314,0.9109116196632385,"""[0.91552067]""",0.22245575487613678,0.9042690992355347,0.9270557165145874
16,0.9169265031814575,"""[0.91679686]""",0.22732537984848022,0.9190518856048584,0.9145527482032776,0.9178176522254944,"""[0.9210352]""",0.21923884749412537,0.921646773815155,0.9204244017601013
17,0.915256142616272,"""[0.9146957]""",0.22518353164196014,0.921617329120636,0.9078771471977234,0.9136740565299988,"""[0.9180328]""",0.2211824506521225,0.9079117774963379,0.9283819794654846
18,0.9175946712493896,"""[0.91702175]""",0.225349560379982,0.9242766499519348,0.9098798632621765,0.9067679643630981,"""[0.9132948]""",0.23115113377571106,0.8854296207427979,0.9429708123207092
19,0.9172605872154236,"""[0.9170111]""",0.2268584668636322,0.9206100106239319,0.9134401679039001,0.9150552749633789,"""[0.9193443]""",0.220267653465271,0.9092088341712952,0.9297082424163818
20,0.916481077671051,"""[0.9162011]""",0.2229824811220169,0.9201077222824097,0.9123275279998779,0.9150552749633789,"""[0.9189189]""",0.21861056983470917,0.9134993553161621,0.924403190612793
21,0.9184855222702026,"""[0.91810244]""",0.2227124124765396,0.9232673048973083,0.9129951000213623,0.9122928380966187,"""[0.91704774]""",0.22112056612968445,0.9034749269485474,0.931034505367279
22,0.9199331998825073,"""[0.9195479]""",0.21413761377334595,0.9248255491256714,0.914330244064331,0.9102209806442261,"""[0.91591203]""",0.2260371893644333,0.8939393758773804,0.9389920234680176
23,0.9189309477806091,"""[0.91851354]""",0.22597530484199524,0.9240990877151489,0.9129951000213623,0.9129834175109863,"""[0.91796875]""",0.22420421242713928,0.9015344977378845,0.9350132346153259
24,0.9242761731147766,"""[0.92405623]""",0.21043255925178528,0.9275784492492676,0.9205607771873474,0.9116021990776062,"""[0.91523176]""",0.2203996777534485,0.9140211343765259,0.9164456129074097
25,0.9220489859580994,"""[0.92161256]""",0.21370121836662292,0.92763751745224,0.915665328502655,0.9046961069107056,"""[0.9117647]""",0.23534958064556122,0.8802469372749329,0.9456233382225037
26,0.9213808178901672,"""[0.9212581]""",0.21334265172481537,0.9235241413116455,0.9190031290054321,0.916436493396759,"""[0.9203423]""",0.21752524375915527,0.9137254953384399,0.9270557165145874
