epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.9446547627449036,"""[0.94456226]""",0.16981478035449982,0.9469917416572571,0.9421451091766357,0.9316298365592957,"""[0.934044]""",0.20863735675811768,0.9384203553199768,0.9297082424163818
1,0.9759465456008911,"""[0.9759573]""",0.07439694553613663,0.9763919711112976,0.9755229353904724,0.9330110549926758,"""[0.935889]""",0.19397740066051483,0.9328063130378723,0.9389920234680176
2,0.9832962155342102,"""[0.98330736]""",0.0452868789434433,0.9835262894630432,0.9830885529518127,0.9350828528404236,"""[0.93724966]""",0.18906672298908234,0.9435483813285828,0.931034505367279
3,0.989309549331665,"""[0.98932385]""",0.028585683554410934,0.9888839721679688,0.9897641539573669,0.9337016344070435,"""[0.9354839]""",0.20555365085601807,0.9482288956642151,0.9230769276618958
4,0.9940980076789856,"""[0.99410254]""",0.01653360389173031,0.9942132234573364,0.9939919710159302,0.9288673996925354,"""[0.92950034]""",0.21295958757400513,0.9603960514068604,0.9005305171012878
5,0.9949888586997986,"""[0.99499387]""",0.013984772376716137,0.9948831796646118,0.9951046109199524,0.9274861812591553,"""[0.92783505]""",0.24026235938072205,0.9629101157188416,0.895225465297699
6,0.9973273873329163,"""[0.9973316]""",0.01050230860710144,0.996666669845581,0.9979973435401917,0.9254143834114075,"""[0.9253112]""",0.23452796041965485,0.9667630195617676,0.8872678875923157
7,0.9977728128433228,"""[0.9977753]""",0.006701094098389149,0.9975534081459045,0.9979973435401917,0.9102209806442261,"""[0.90870786]""",0.3222038447856903,0.9656716585159302,0.8580901622772217
8,0.9985523223876953,"""[0.9985531]""",0.003773987991735339,0.9988866448402405,0.9982198476791382,0.90055251121521,"""[0.89699566]""",0.40966352820396423,0.9736024737358093,0.8315649628639221
9,0.9997772574424744,"""[0.9997775]""",0.0017355785239487886,0.9997774958610535,0.9997774958610535,0.8970994353294373,"""[0.8928828]""",0.4185292720794678,0.9748822450637817,0.8236074447631836
10,0.9998886585235596,"""[0.9998887]""",0.0013477492611855268,1.0,0.9997774958610535,0.8922652006149292,"""[0.8867925]""",0.4264516532421112,0.9791666865348816,0.8103448152542114
