epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5146993398666382,"""[0.46606225]""",0.6993570327758789,0.5185387134552002,0.42323097586631775,0.6781768202781677,"""[0.6558346]""",0.6791043877601624,0.7400000095367432,0.5888594388961792
1,0.6050111651420593,"""[0.6681014]""",0.6405920386314392,0.5764572620391846,0.7943925261497498,0.8970994353294373,"""[0.89993286]""",0.31869035959243774,0.9115646481513977,0.8885941505432129
2,0.8957683444023132,"""[0.8946658]""",0.2908054292201996,0.9050546288490295,0.8845126628875732,0.9171270728111267,"""[0.9236641]""",0.23372381925582886,0.8875305652618408,0.9628646969795227
3,0.9185968637466431,"""[0.9186784]""",0.24508582055568695,0.918576180934906,0.9187806248664856,0.9364640712738037,"""[0.94025975]""",0.1900538206100464,0.9211195707321167,0.960212230682373
4,0.9379732608795166,"""[0.93806297]""",0.19617651402950287,0.937541663646698,0.9385848045349121,0.9578729271888733,"""[0.9591973]""",0.16039033234119415,0.9676113128662109,0.9509283900260925
5,0.9521158337593079,"""[0.9522435]""",0.16575367748737335,0.9505543112754822,0.9539386034011841,0.9267956018447876,"""[0.9332494]""",0.2075231820344925,0.8884891867637634,0.982758641242981
6,0.953674852848053,"""[0.95366454]""",0.16195093095302582,0.9547279477119446,0.9526034593582153,0.9509668350219727,"""[0.95398575]""",0.16117903590202332,0.9328263401985168,0.9761273264884949
7,0.9635857343673706,"""[0.9636384]""",0.13777197897434235,0.9631029367446899,0.9641744494438171,0.7327347993850708,"""[0.79381996]""",0.59056556224823,0.6634016036987305,0.988063633441925
8,0.9577950835227966,"""[0.9579403]""",0.1517789661884308,0.9555014371871948,0.960391640663147,0.9613259434700012,"""[0.96266663]""",0.13535764813423157,0.9678283929824829,0.9575597047805786
9,0.9622494578361511,"""[0.96233755]""",0.1380062699317932,0.9609496593475342,0.9637294411659241,0.9412983655929565,"""[0.94268376]""",0.18744978308677673,0.9588477611541748,0.9270557165145874
10,0.9514476656913757,"""[0.95174855]""",0.17472130060195923,0.9467195272445679,0.9568313360214233,0.9330110549926758,"""[0.93705386]""",0.254972904920578,0.9174078702926636,0.9575597047805786
11,0.9512249231338501,"""[0.9512684]""",0.16810904443264008,0.9512683749198914,0.9512683749198914,0.9267956018447876,"""[0.931701]""",0.23189662396907806,0.9060150384902954,0.9588859677314758
12,0.9631403088569641,"""[0.9631854]""",0.13888010382652283,0.9628641605377197,0.9635068774223328,0.9406077265739441,"""[0.945153]""",0.17201335728168488,0.9103193879127502,0.982758641242981
13,0.9692650437355042,"""[0.96932656]""",0.12065070867538452,0.9682504534721375,0.9704049825668335,0.9116021990776062,"""[0.92069393]""",0.29783979058265686,0.8639534711837769,0.9854111671447754
14,0.9688196182250977,"""[0.96893036]""",0.1200183779001236,0.9663568139076233,0.9715175628662109,0.9447513818740845,"""[0.94851995]""",0.16956394910812378,0.9212499856948853,0.9774535894393921
15,0.9732739329338074,"""[0.973357]""",0.1046283021569252,0.971200704574585,0.9755229353904724,0.935773491859436,"""[0.9411765]""",0.17960068583488464,0.8996372222900391,0.9867374300956726
16,0.9750556945800781,"""[0.9751718]""",0.09851028770208359,0.9715105891227722,0.9788606762886047,0.9205800890922546,"""[0.9281699]""",0.23785927891731262,0.877213716506958,0.9854111671447754
17,0.9704899787902832,"""[0.9706502]""",0.10630433261394501,0.9662624001502991,0.9750778675079346,0.9385359287261963,"""[0.9425435]""",0.1827203333377838,0.9182389974594116,0.9681697487831116
18,0.9744988679885864,"""[0.97456974]""",0.09130775183439255,0.9727333188056946,0.9764130115509033,0.9385359287261963,"""[0.9432035]""",0.17430683970451355,0.9089791178703308,0.9801061153411865
