epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5761692523956299,"""[0.5875596]""",1.0351940393447876,0.572665810585022,0.6032487750053406,0.810773491859436,"""[0.8263625]""",0.44986122846603394,0.791262149810791,0.8647214770317078
1,0.7504454255104065,"""[0.7501951]""",0.5979107022285461,0.7516193985939026,0.7487761378288269,0.8418508172035217,"""[0.84983605]""",0.3428088128566742,0.8404669165611267,0.8594164252281189
2,0.8040089011192322,"""[0.8014888]""",0.47356173396110535,0.8126715421676636,0.7906097173690796,0.8812154531478882,"""[0.8884565]""",0.30613192915916443,0.8692893385887146,0.9084880352020264
3,0.8315144777297974,"""[0.82978964]""",0.407900869846344,0.8391354084014893,0.8206497430801392,0.8763812184333801,"""[0.88562304]""",0.29741740226745605,0.8545005917549133,0.9190981388092041
4,0.8439866304397583,"""[0.8436209]""",0.36575427651405334,0.8463605642318726,0.8408989906311035,0.8915745615959167,"""[0.8965063]""",0.2697516083717346,0.891218900680542,0.9018567800521851
5,0.8642538785934448,"""[0.8629876]""",0.3329617381095886,0.871905505657196,0.8542501330375671,0.894336998462677,"""[0.8996721]""",0.26284343004226685,0.8897535800933838,0.9098142981529236
6,0.8714922070503235,"""[0.8711766]""",0.3118419647216797,0.8741039633750916,0.8682687878608704,0.8977900743484497,"""[0.9030144]""",0.2571600675582886,0.8924870491027832,0.9137930870056152
7,0.8732739686965942,"""[0.87259287]""",0.2998971939086914,0.8780982494354248,0.8671562075614929,0.9026243090629578,"""[0.9076621]""",0.2515333294868469,0.8965071439743042,0.9190981388092041
8,0.8846325278282166,"""[0.8841423]""",0.28557467460632324,0.8887140154838562,0.8796172738075256,0.8991712927818298,"""[0.90482396]""",0.2544037103652954,0.8897435665130615,0.9204244017601013
9,0.8889755010604858,"""[0.8880907]""",0.2821776866912842,0.8960362672805786,0.88028484582901,0.90055251121521,"""[0.9075738]""",0.2628546953201294,0.8793532252311707,0.9376657605171204
10,0.8907572627067566,"""[0.89020705]""",0.27769288420677185,0.8955190181732178,0.8849577307701111,0.8977900743484497,"""[0.90549165]""",0.26431331038475037,0.8731527328491211,0.9403182864189148
11,0.8953229188919067,"""[0.89476043]""",0.2704651355743408,0.9004055857658386,0.8891856074333191,0.8984806537628174,"""[0.9055876]""",0.25794029235839844,0.8779576420783997,0.9350132346153259
12,0.8969933390617371,"""[0.8965671]""",0.2648053765296936,0.9011013507843018,0.8920783400535583,0.9040055274963379,"""[0.9089719]""",0.24403415620326996,0.8978008031845093,0.9204244017601013
13,0.8963251709938049,"""[0.8958497]""",0.2597625255584717,0.9007874131202698,0.8909657597541809,0.9040055274963379,"""[0.9094463]""",0.24585750699043274,0.8937259912490845,0.9257294535636902
14,0.8993318676948547,"""[0.8982899]""",0.25695815682411194,0.9085115790367126,0.8882955312728882,0.8936464190483093,"""[0.9014085]""",0.2562698423862457,0.8712871074676514,0.9336870312690735
15,0.8989977836608887,"""[0.898919]""",0.2604207694530487,0.9004241824150085,0.8974187970161438,0.9116021990776062,"""[0.91534394]""",0.24140965938568115,0.9129287600517273,0.9177718758583069
16,0.9015589952468872,"""[0.9008746]""",0.24906966090202332,0.9080017805099487,0.8938584923744202,0.9109116196632385,"""[0.9150757]""",0.24121658504009247,0.9084967374801636,0.9217506647109985
17,0.9005568027496338,"""[0.89980924]""",0.25446251034736633,0.9074451327323914,0.8923008441925049,0.9046961069107056,"""[0.9106218]""",0.24566422402858734,0.8898734450340271,0.9323607683181763
18,0.9074610471725464,"""[0.9066397]""",0.24404408037662506,0.9155888557434082,0.8978638052940369,0.8950276374816895,"""[0.9031847]""",0.2537161409854889,0.8688725233078003,0.9403182864189148
19,0.9065701365470886,"""[0.9059944]""",0.2477336823940277,0.9124351143836975,0.8996439576148987,0.9095304012298584,"""[0.91465795]""",0.2422015517950058,0.8988476395606995,0.931034505367279
20,0.909465491771698,"""[0.9091315]""",0.24483780562877655,0.9133168458938599,0.9049844145774841,0.9157458543777466,"""[0.91963106]""",0.23606643080711365,0.9136125445365906,0.9257294535636902
21,0.904231607913971,"""[0.9030439]""",0.24647510051727295,0.9152193665504456,0.8911882638931274,0.9040055274963379,"""[0.9101487]""",0.24305474758148193,0.8877679705619812,0.9336870312690735
22,0.9092427492141724,"""[0.90894866]""",0.2429068684577942,0.912721574306488,0.9052069187164307,0.9046961069107056,"""[0.9103896]""",0.24029114842414856,0.8918575048446655,0.9297082424163818
23,0.9073496460914612,"""[0.9069143]""",0.24456626176834106,0.9120162129402161,0.9018691778182983,0.8991712927818298,"""[0.90616965]""",0.2490950971841812,0.8790523409843445,0.9350132346153259
24,0.9060133695602417,"""[0.90521115]""",0.2458697259426117,0.9138321876525879,0.8967512249946594,0.8984806537628174,"""[0.90510005]""",0.24816438555717468,0.8817610144615173,0.9297082424163818
25,0.9044543504714966,"""[0.9035739]""",0.2449231594800949,0.912806510925293,0.8945260643959045,0.8936464190483093,"""[0.9012821]""",0.2535349130630493,0.8722084164619446,0.9323607683181763
26,0.90545654296875,"""[0.90504414]""",0.2486228346824646,0.9098268747329712,0.9003115296363831,0.9136740565299988,"""[0.917709]""",0.23532462120056152,0.9111111164093018,0.924403190612793
27,0.9089086651802063,"""[0.90866464]""",0.2330997884273529,0.9119229316711426,0.905429482460022,0.9136740565299988,"""[0.91781723]""",0.23698073625564575,0.9100391268730164,0.9257294535636902
28,0.9046770334243774,"""[0.90403587]""",0.24198299646377563,0.9109805822372437,0.8971962332725525,0.9074585437774658,"""[0.912987]""",0.2427811175584793,0.894402027130127,0.9323607683181763
29,0.9048997759819031,"""[0.9046236]""",0.2501184940338135,0.908071756362915,0.901201605796814,0.9109116196632385,"""[0.9151874]""",0.23980920016765594,0.9074315428733826,0.9230769276618958
30,0.9092427492141724,"""[0.90886724]""",0.2357441484928131,0.9134637117385864,0.9043168425559998,0.908839762210846,"""[0.91361254]""",0.23834899067878723,0.9018087983131409,0.9257294535636902
31,0.9075723886489868,"""[0.90695065]""",0.240678608417511,0.9139177799224854,0.9000890254974365,0.9019337296485901,"""[0.9087403]""",0.24920719861984253,0.881546139717102,0.9376657605171204
32,0.908240556716919,"""[0.9078712]""",0.2420307695865631,0.9123595356941223,0.9034267663955688,0.9033148884773254,"""[0.9096774]""",0.24750754237174988,0.8856784105300903,0.9350132346153259
33,0.9119153618812561,"""[0.91170883]""",0.23617079854011536,0.9146696329116821,0.9087672233581543,0.9081491827964783,"""[0.9129011]""",0.24035349488258362,0.9016817808151245,0.924403190612793
34,0.9109131693840027,"""[0.9101931]""",0.23485156893730164,0.9184412956237793,0.9020916819572449,0.9081491827964783,"""[0.9129011]""",0.24084730446338654,0.9016817808151245,0.924403190612793
35,0.9119153618812561,"""[0.9117286]""",0.23236820101737976,0.9144839644432068,0.9089897871017456,0.9109116196632385,"""[0.9149638]""",0.23819708824157715,0.9095674753189087,0.9204244017601013
36,0.9075723886489868,"""[0.90692985]""",0.23941025137901306,0.9141048789024353,0.8998664617538452,0.908839762210846,"""[0.9132721]""",0.23877070844173431,0.9049479365348816,0.9217506647109985
