epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.942984402179718,"""[0.94292086]""",0.1728428304195404,0.9448168277740479,0.9410324692726135,0.9212707281112671,"""[0.92568445]""",0.19642823934555054,0.9102563858032227,0.941644549369812
1,0.9759465456008911,"""[0.9759251]""",0.06798107922077179,0.9776685833930969,0.9741877913475037,0.935773491859436,"""[0.9385327]""",0.18810220062732697,0.9354413747787476,0.941644549369812
2,0.9834075570106506,"""[0.9834168]""",0.047832198441028595,0.983745276927948,0.9830885529518127,0.9482043981552124,"""[0.9500333]""",0.16919264197349548,0.9544845819473267,0.9456233382225037
3,0.9896436333656311,"""[0.9896495]""",0.02898307703435421,0.9899799823760986,0.9893190860748291,0.9330110549926758,"""[0.9337885]""",0.19808435440063477,0.9620253443717957,0.9071618318557739
4,0.99387526512146,"""[0.9938841]""",0.019561486318707466,0.9933318495750427,0.994437038898468,0.9440608024597168,"""[0.945381]""",0.1792767345905304,0.9615912437438965,0.9297082424163818
5,0.9937639236450195,"""[0.99377084]""",0.01979326829314232,0.9935498237609863,0.9939919710159302,0.9495856165885925,"""[0.9511051]""",0.16708828508853912,0.9607577919960022,0.941644549369812
6,0.9923162460327148,"""[0.99232566]""",0.024227416142821312,0.9919946789741516,0.9926568865776062,0.9399171471595764,"""[0.94272554]""",0.19972345232963562,0.9359477162361145,0.9496021270751953
7,0.9953229427337646,"""[0.99532396]""",0.015439199283719063,0.9959893226623535,0.9946595430374146,0.9488950371742249,"""[0.95060074]""",0.1904231756925583,0.9569892287254333,0.9442970752716064
8,0.9952116012573242,"""[0.9952142]""",0.017151853069663048,0.9955466389656067,0.9948820471763611,0.9378452897071838,"""[0.93959737]""",0.21601760387420654,0.9510869383811951,0.9283819794654846
9,0.9972160458564758,"""[0.99722064]""",0.011378193274140358,0.9964452385902405,0.9979973435401917,0.9295580387115479,"""[0.9302326]""",0.23620527982711792,0.9604519605636597,0.9018567800521851
10,0.9975501298904419,"""[0.99755114]""",0.0105368597432971,0.9979955554008484,0.9971072673797607,0.9364640712738037,"""[0.93963253]""",0.21562203764915466,0.9298701286315918,0.9496021270751953
11,0.9984409809112549,"""[0.99844235]""",0.008479688316583633,0.9984423518180847,0.9984423518180847,0.9488950371742249,"""[0.95033556]""",0.23606912791728973,0.9619565010070801,0.9389920234680176
12,0.9984409809112549,"""[0.9984409]""",0.006121031008660793,0.9993312358856201,0.9975522756576538,0.9461326003074646,"""[0.9474394]""",0.23898659646511078,0.9630137085914612,0.9323607683181763
13,0.9993318319320679,"""[0.99933237]""",0.003783046267926693,0.9995547533035278,0.9991099238395691,0.9447513818740845,"""[0.94579947]""",0.24759744107723236,0.9667590260505676,0.9257294535636902
