epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5319620370864868,"""[0.6592951]""",0.692184567451477,0.5397962927818298,0.8467455506324768,0.5433698892593384,"""[0.70413435]""",0.692065954208374,0.5433698892593384,1.0
1,0.554430365562439,"""[0.6779506]""",0.6856803297996521,0.5525727272033691,0.8769230842590332,0.6105018258094788,"""[0.72604024]""",0.6786566376686096,0.5875898599624634,0.9498471021652222
2,0.6158227920532227,"""[0.67400646]""",0.6586194038391113,0.6170108318328857,0.7426035404205322,0.6613492965698242,"""[0.70827365]""",0.6026747226715088,0.665769636631012,0.7565749287605286
3,0.6518987417221069,"""[0.6971365]""",0.6110906004905701,0.6519052386283875,0.7491124272346497,0.7218344807624817,"""[0.75519156]""",0.5483673810958862,0.7236546874046326,0.7896024584770203
4,0.6848101019859314,"""[0.7195946]""",0.5809752345085144,0.6863587498664856,0.7562130093574524,0.7583914995193481,"""[0.78724027]""",0.49960851669311523,0.7547699213027954,0.822629988193512
5,0.7205696105957031,"""[0.7469189]""",0.5451897978782654,0.7242912650108337,0.7710059285163879,0.7696909308433533,"""[0.7845819]""",0.4834921360015869,0.7977244257926941,0.7718654274940491
6,0.7272151708602905,"""[0.7470657]""",0.5333067178726196,0.7409778833389282,0.7532544136047363,0.7746759653091431,"""[0.8086908]""",0.4563359022140503,0.7506548166275024,0.876452624797821
7,0.7411392331123352,"""[0.75784487]""",0.5165610909461975,0.758293867111206,0.7573964595794678,0.8311731219291687,"""[0.8410513]""",0.3954550325870514,0.8609865307807922,0.8220183253288269
8,0.7604430317878723,"""[0.7738273]""",0.49964913725852966,0.781532883644104,0.7662721872329712,0.8035892248153687,"""[0.8314799]""",0.4338219165802002,0.7788461446762085,0.8917431235313416
9,0.7797468304634094,"""[0.7914919]""",0.4572954773902893,0.8015776872634888,0.781656801700592,0.8125622868537903,"""[0.83283937]""",0.4560546875,0.8079355955123901,0.8593271970748901
10,0.8085442781448364,"""[0.81924105]""",0.42528367042541504,0.8273988962173462,0.8112425804138184,0.780325710773468,"""[0.82101274]""",0.539116621017456,0.736637532711029,0.9272171258926392
11,0.8113924264907837,"""[0.81961256]""",0.43010520935058594,0.8389095664024353,0.8011834025382996,0.7713525891304016,"""[0.8175067]""",0.5382074117660522,0.7217798829078674,0.9425076246261597
12,0.8193038105964661,"""[0.82888824]""",0.3981320261955261,0.8397085666656494,0.8183432221412659,0.8344964981079102,"""[0.8527498]""",0.4858616590499878,0.8254150152206421,0.8819571733474731
13,0.8281645774841309,"""[0.8360012]""",0.3774758577346802,0.8537939786911011,0.8189349174499512,0.8321701288223267,"""[0.8586622]""",0.45834866166114807,0.7915376424789429,0.9382262825965881
14,0.8579114079475403,"""[0.8647183]""",0.32879340648651123,0.8809085488319397,0.8491124510765076,0.8640744686126709,"""[0.8800938]""",0.3787309229373932,0.8451576828956604,0.9180428385734558
15,0.8623417615890503,"""[0.86854035]""",0.3240104615688324,0.887584924697876,0.8502958416938782,0.8580923676490784,"""[0.8766965]""",0.37506207823753357,0.8304157257080078,0.9284403920173645
16,0.8686708807945251,"""[0.8748115]""",0.3055955171585083,0.892307698726654,0.857988178730011,0.8747091889381409,"""[0.88928044]""",0.3467141389846802,0.8553672432899475,0.9259938597679138
17,0.8702531456947327,"""[0.87680286]""",0.3080500662326813,0.8907203674316406,0.863313615322113,0.8713858127593994,"""[0.88805324]""",0.36059603095054626,0.8424807786941528,0.9388379454612732
18,0.878164529800415,"""[0.88455766]""",0.29210364818573,0.8966565132141113,0.8727810382843018,0.8773679137229919,"""[0.89201045]""",0.3434886038303375,0.8552188277244568,0.932110071182251
19,0.8810126781463623,"""[0.8864735]""",0.28479835391044617,0.9050554633140564,0.8686390519142151,0.875373899936676,"""[0.89177483]""",0.3499349057674408,0.8442623019218445,0.9449541568756104
20,0.8882911205291748,"""[0.89364266]""",0.27489128708839417,0.9103744626045227,0.8775147795677185,0.8846793174743652,"""[0.89797115]""",0.32739531993865967,0.8646659255027771,0.9339449405670166
21,0.8867088556289673,"""[0.8919735]""",0.2847467064857483,0.9100984930992126,0.8745561838150024,0.8793619275093079,"""[0.8944461]""",0.32050344347953796,0.8525499105453491,0.940672755241394
22,0.8949366807937622,"""[0.90053916]""",0.25807371735572815,0.9120145440101624,0.889349102973938,0.8700565099716187,"""[0.8874172]""",0.3631979525089264,0.8384113311767578,0.9425076246261597
23,0.8996835350990295,"""[0.90454686]""",0.26272404193878174,0.9209074378013611,0.8887574076652527,0.8683947920799255,"""[0.8877551]""",0.3766452968120575,0.8272583484649658,0.957798182964325
24,0.8939873576164246,"""[0.89906603]""",0.26143819093704224,0.9158993363380432,0.8828402161598206,0.8733798861503601,"""[0.8911739]""",0.3532635271549225,0.8360128402709961,0.9541284441947937
25,0.8955696225166321,"""[0.90107906]""",0.25137972831726074,0.9131227135658264,0.889349102973938,0.8773679137229919,"""[0.893935]""",0.34561899304389954,0.8432754874229431,0.9510703086853027
26,0.8996835350990295,"""[0.9051182]""",0.25196778774261475,0.9158086180686951,0.89467453956604,0.8823529481887817,"""[0.89733183]""",0.32271599769592285,0.8532818555831909,0.9461773633956909
27,0.9075949192047119,"""[0.91204816]""",0.23567825555801392,0.9288343787193298,0.8958579897880554,0.8813559412956238,"""[0.8973253]""",0.3332842290401459,0.846905529499054,0.9541284441947937
28,0.9113923907279968,"""[0.9165175]""",0.22509296238422394,0.9236778616905212,0.9094674587249756,0.889664351940155,"""[0.90281034]""",0.29707837104797363,0.8658057451248169,0.9431192874908447
29,0.9098101258277893,"""[0.91413075]""",0.23306633532047272,0.9312461614608765,0.8976331353187561,0.889664351940155,"""[0.903207]""",0.3028285503387451,0.8629526495933533,0.9474006295204163
30,0.9041139483451843,"""[0.9094171]""",0.23058807849884033,0.9190332293510437,0.8999999761581421,0.890661358833313,"""[0.90377307]""",0.2967940866947174,0.8660314083099365,0.9449541568756104
31,0.9098101258277893,"""[0.9146962]""",0.2252126932144165,0.925499677658081,0.9041420221328735,0.8899966478347778,"""[0.9035828]""",0.3061700463294983,0.8626251220703125,0.9486238360404968
32,0.9136075973510742,"""[0.9180426]""",0.22805523872375488,0.9317489266395569,0.9047337174415588,0.8899966478347778,"""[0.9036391]""",0.3067208528518677,0.8622221946716309,0.9492354989051819
33,0.9107595086097717,"""[0.9152644]""",0.22267228364944458,0.9297924041748047,0.9011834263801575,0.8899966478347778,"""[0.9034704]""",0.3046903908252716,0.8634336590766907,0.9474006295204163
34,0.9079114198684692,"""[0.91274357]""",0.2275404930114746,0.92522794008255,0.9005917310714722,0.8889996409416199,"""[0.90301967]""",0.3113175928592682,0.8595909476280212,0.9510703086853027
35,0.9148734211921692,"""[0.91938865]""",0.22502939403057098,0.9313904047012329,0.9076923131942749,0.8903290033340454,"""[0.9040698]""",0.31030645966529846,0.861495852470398,0.9510703086853027
36,0.9063290953636169,"""[0.9107896]""",0.23540347814559937,0.9281326532363892,0.8940828442573547,0.8899966478347778,"""[0.90375113]""",0.30938664078712463,0.8614190816879272,0.9504587054252625
37,0.9107595086097717,"""[0.9150602]""",0.23601362109184265,0.9319018125534058,0.8988165855407715,0.8893319964408875,"""[0.90322584]""",0.31072309613227844,0.8604651093482971,0.9504587054252625
38,0.9107595086097717,"""[0.9153662]""",0.22068317234516144,0.928745448589325,0.9023668766021729,0.8883349895477295,"""[0.902439]""",0.3122609257698059,0.8590381145477295,0.9504587054252625
