epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5452531576156616,"""[0.6312548]""",0.6841933131217957,0.5573176145553589,0.7278106212615967,0.6118311882019043,"""[0.62516046]""",0.6539120674133301,0.6576637625694275,0.5957186818122864
1,0.6177214980125427,"""[0.6780384]""",0.6603981256484985,0.6168768405914307,0.752662718296051,0.6899302005767822,"""[0.7110561]""",0.5876234173774719,0.720200777053833,0.7021406888961792
2,0.679430365562439,"""[0.7171181]""",0.5939331650733948,0.6790058016777039,0.7597633004188538,0.7583914995193481,"""[0.78029615]""",0.5320899486541748,0.7712066769599915,0.7896024584770203
3,0.7174050807952881,"""[0.74709713]""",0.5387850403785706,0.7164584398269653,0.7804733514785767,0.7733466029167175,"""[0.80458456]""",0.4803529977798462,0.7568733096122742,0.8587155938148499
4,0.7303797602653503,"""[0.75559384]""",0.5191106796264648,0.7332962155342102,0.779289960861206,0.7863077521324158,"""[0.8196354]""",0.4720645546913147,0.7569948434829712,0.8935779929161072
5,0.7645569443702698,"""[0.7838466]""",0.47772216796875,0.7699771523475647,0.7982248663902283,0.7693585753440857,"""[0.8125338]""",0.5472935438156128,0.7276245951652527,0.9198776483535767
6,0.7819620370864868,"""[0.7988321]""",0.4625450670719147,0.788472592830658,0.8094674348831177,0.7387836575508118,"""[0.7959502]""",0.5733607411384583,0.691474974155426,0.9376146793365479
7,0.7908228039741516,"""[0.80530196]""",0.4420728385448456,0.8017595410346985,0.8088757395744324,0.732801616191864,"""[0.7904067]""",0.6523945331573486,0.6887778043746948,0.9272171258926392
8,0.8072784543037415,"""[0.8206185]""",0.40931859612464905,0.8170087933540344,0.8242603540420532,0.7743436098098755,"""[0.8197505]""",0.5992627739906311,0.7242026329040527,0.9443424940109253
9,0.8145569562911987,"""[0.8264218]""",0.3940632939338684,0.8274021148681641,0.8254438042640686,0.8205384016036987,"""[0.84974957]""",0.4433671534061432,0.7794793248176575,0.9339449405670166
10,0.8284810185432434,"""[0.8409624]""",0.36989250779151917,0.8341094255447388,0.8479290008544922,0.7696909308433533,"""[0.8180624]""",0.8207794427871704,0.7166513204574585,0.9529051780700684
11,0.8401898741722107,"""[0.85054743]""",0.3557654321193695,0.8507992625236511,0.8502958416938782,0.7743436098098755,"""[0.8194629]""",0.7587645053863525,0.7248353958129883,0.9425076246261597
12,0.8484176993370056,"""[0.85765225]""",0.33858609199523926,0.8614925146102905,0.8538461327552795,0.8029245734214783,"""[0.83933896]""",0.6247063279151917,0.7534046769142151,0.9474006295204163
