epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7848552465438843,"""[0.69453377]""",0.4945836663246155,0.7693439722061157,0.8141967058181763,0.8743094205856323,"""[0.8785812]""",0.3391300141811371,0.8513513803482056,0.9190981388092041
1,0.8633630275726318,"""[0.8472352]""",0.3550107777118683,0.8515170812606812,0.8805073499679565,0.8819060921669006,"""[0.8971583]""",0.28256523609161377,0.8594328165054321,0.924403190612793
2,0.8781737089157104,"""[0.86759907]""",0.3194638788700104,0.871503472328186,0.8874054551124573,0.8950276374816895,"""[0.9128967]""",0.2586592435836792,0.8716049194335938,0.9363394975662231
3,0.8855233788490295,"""[0.87850904]""",0.299376904964447,0.8798772692680359,0.8931909203529358,0.9033148884773254,"""[0.91605103]""",0.24583275616168976,0.8799505233764648,0.9429708123207092
4,0.8945434093475342,"""[0.88352203]""",0.28497177362442017,0.8874808549880981,0.9038718342781067,0.9081491827964783,"""[0.9190635]""",0.23655833303928375,0.8866749405860901,0.9442970752716064
5,0.898440957069397,"""[0.89155513]""",0.2757808566093445,0.8934534192085266,0.9049844145774841,0.916436493396759,"""[0.9229739]""",0.22860494256019592,0.9011406898498535,0.9429708123207092
6,0.9006681442260742,"""[0.8922757]""",0.26798638701438904,0.8970458507537842,0.905429482460022,0.9143646359443665,"""[0.92328215]""",0.22843244671821594,0.8947368264198303,0.9469496011734009
7,0.904231607913971,"""[0.8970284]""",0.25911545753479004,0.8972452878952026,0.9132176041603088,0.919889509677887,"""[0.9246164]""",0.22195367515087128,0.9058524370193481,0.9442970752716064
8,0.9080178141593933,"""[0.9005405]""",0.2564001977443695,0.9030769467353821,0.914330244064331,0.9205800890922546,"""[0.9243135]""",0.22000055015087128,0.9059720635414124,0.9456233382225037
9,0.9121381044387817,"""[0.90532607]""",0.24833253026008606,0.9086697697639465,0.9165554046630859,0.9212707281112671,"""[0.9264706]""",0.21978895366191864,0.9060913920402527,0.9469496011734009
10,0.9140312075614929,"""[0.9090492]""",0.2430047243833542,0.9106354713439941,0.9183355569839478,0.9219613075256348,"""[0.928]""",0.219275563955307,0.9051833152770996,0.9496021270751953
