epoch,binary_accuracy,f1_score,loss,precision,recall,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.6903117895126343,"""[0.660895]""",0.5808265805244446,0.7310493588447571,0.603026270866394,0.8535911440849304,"""[0.8747045]""",0.37954720854759216,0.7889125943183899,0.9814323782920837
1,0.860356330871582,"""[0.85681665]""",0.3322920799255371,0.8799249529838562,0.8348909616470337,0.8888121843338013,"""[0.8855722]""",0.25898492336273193,0.9540581703186035,0.826259970664978
2,0.8976614475250244,"""[0.89394116]""",0.26452210545539856,0.9285542964935303,0.8618157505989075,0.9185082912445068,"""[0.92027026]""",0.2137596756219864,0.9380165338516235,0.9031830430030823
3,0.9050111174583435,"""[0.9016714]""",0.2580885887145996,0.9354221224784851,0.8702714443206787,0.9254143834114075,"""[0.92904073]""",0.19318421185016632,0.9205729365348816,0.9376657605171204
4,0.9105790853500366,"""[0.90828097]""",0.2432381957769394,0.9331142902374268,0.8847352266311646,0.9350828528404236,"""[0.9371658]""",0.18634182214736938,0.9447439312934875,0.9297082424163818
5,0.9209353923797607,"""[0.9192631]""",0.2230338752269745,0.9399999976158142,0.8994214534759521,0.9136740565299988,"""[0.92113566]""",0.24203777313232422,0.8784596920013428,0.9681697487831116
6,0.9194877743721008,"""[0.9179062]""",0.2281644493341446,0.937166690826416,0.8994214534759521,0.9337016344070435,"""[0.9381443]""",0.17743927240371704,0.9122806787490845,0.9655172228813171
7,0.9275055527687073,"""[0.9268293]""",0.2065230756998062,0.9364069700241089,0.9174454808235168,0.9385359287261963,"""[0.94298536]""",0.17427045106887817,0.9120198488235474,0.9761273264884949
8,0.933853030204773,"""[0.9334975]""",0.19478708505630493,0.9393870830535889,0.9276813268661499,0.9378452897071838,"""[0.9422336]""",0.17443859577178955,0.9129353165626526,0.9734748005867004
9,0.9285078048706055,"""[0.9276701]""",0.20770631730556488,0.939525306224823,0.9161103963851929,0.9454419612884521,"""[0.94644064]""",0.1965699940919876,0.96809983253479,0.9257294535636902
10,0.9405345320701599,"""[0.9401345]""",0.1865774691104889,0.9473565220832825,0.9330217838287354,0.9530386924743652,"""[0.9547872]""",0.15178292989730835,0.9573333263397217,0.9522546529769897
11,0.9456570148468018,"""[0.94551134]""",0.177286297082901,0.9489018321037292,0.9421451091766357,0.9530386924743652,"""[0.9554974]""",0.1510695517063141,0.9431524276733398,0.9681697487831116
12,0.9414253830909729,"""[0.94145143]""",0.1737797111272812,0.9418708086013794,0.9410324692726135,0.9530386924743652,"""[0.95466673]""",0.15118880569934845,0.959785521030426,0.9496021270751953
13,0.9446547627449036,"""[0.9443387]""",0.17334198951721191,0.9506200551986694,0.9381397366523743,0.9558011293411255,"""[0.9573334]""",0.14613795280456543,0.9624664783477783,0.9522546529769897
14,0.9510022401809692,"""[0.9509367]""",0.15803128480911255,0.953062117099762,0.9488206505775452,0.9564917087554932,"""[0.9587426]""",0.1415344774723053,0.946959912776947,0.970822274684906
15,0.9511135816574097,"""[0.95110816]""",0.15302953124046326,0.9520624279975891,0.9501557350158691,0.9461326003074646,"""[0.9490861]""",0.16049517691135406,0.9344472885131836,0.9641909599304199
16,0.9514476656913757,"""[0.9513284]""",0.15499398112297058,0.9545251131057739,0.9481530785560608,0.9371547102928162,"""[0.94207513]""",0.18841058015823364,0.9057527780532837,0.9814323782920837
17,0.9393095970153809,"""[0.93920803]""",0.18294404447078705,0.9416238069534302,0.9368046522140503,0.9523480534553528,"""[0.9535354]""",0.16924142837524414,0.9685362577438354,0.9389920234680176
18,0.9464365243911743,"""[0.94639474]""",0.16808569431304932,0.9479794502258301,0.9448153376579285,0.9433701634407043,"""[0.94723296]""",0.1557275503873825,0.9200000166893005,0.9761273264884949
19,0.9523385167121887,"""[0.9523915]""",0.15293656289577484,0.9521797299385071,0.9526034593582153,0.935773491859436,"""[0.9407266]""",0.16590073704719543,0.9055214524269104,0.9787798523902893
20,0.9533407688140869,"""[0.9533667]""",0.148578941822052,0.9536851644515991,0.9530485272407532,0.9558011293411255,"""[0.95800525]""",0.13058562576770782,0.948051929473877,0.9681697487831116
21,0.9567928910255432,"""[0.9568121]""",0.13979071378707886,0.9572383165359497,0.9563862681388855,0.9468231797218323,"""[0.9500325]""",0.15109783411026,0.9301143288612366,0.970822274684906
22,0.9498886466026306,"""[0.94988865]""",0.1538657397031784,0.9507356286048889,0.9490431547164917,0.9426795840263367,"""[0.9463477]""",0.16502366960048676,0.9230769276618958,0.970822274684906
23,0.9602450132369995,"""[0.9603377]""",0.13786551356315613,0.9589527249336243,0.961726725101471,0.9482043981552124,"""[0.9508196]""",0.14737318456172943,0.9403372406959534,0.9615384340286255
24,0.9565701484680176,"""[0.95656043]""",0.14042635262012482,0.9576271176338196,0.9554961919784546,0.9620165824890137,"""[0.96379197]""",0.12806110084056854,0.95686274766922,0.970822274684906
25,0.9595768451690674,"""[0.9595993]""",0.1369958519935608,0.959919810295105,0.9592790603637695,0.955110490322113,"""[0.9577648]""",0.13737289607524872,0.9388535022735596,0.9774535894393921
26,0.9605790376663208,"""[0.9606317]""",0.1347922831773758,0.960204541683197,0.9610592126846313,0.9461326003074646,"""[0.9498069]""",0.1583791822195053,0.9225000143051147,0.9787798523902893
27,0.9604676961898804,"""[0.9604897]""",0.13282430171966553,0.9608104825019836,0.9601691365242004,0.9523480534553528,"""[0.9548134]""",0.1435789167881012,0.9430789351463318,0.9668434858322144
28,0.9576837420463562,"""[0.95769316]""",0.14065909385681152,0.9583333134651184,0.9570538401603699,0.9406077265739441,"""[0.9441558]""",0.17555677890777588,0.9249364137649536,0.9641909599304199
29,0.962806224822998,"""[0.9628971]""",0.1281508207321167,0.9614019393920898,0.9643969535827637,0.9475138187408447,"""[0.95090437]""",0.14991730451583862,0.9269521236419678,0.9761273264884949
30,0.9634743928909302,"""[0.9634988]""",0.12755322456359863,0.9637132883071899,0.9632843732833862,0.9426795840263367,"""[0.94696486]""",0.16646717488765717,0.9136868119239807,0.982758641242981
31,0.9605790376663208,"""[0.9606579]""",0.12959450483322144,0.9595914483070374,0.961726725101471,0.9295580387115479,"""[0.935606]""",0.1770685464143753,0.8927710652351379,0.982758641242981
32,0.9631403088569641,"""[0.9632345]""",0.12822842597961426,0.9616323113441467,0.9648420214653015,0.9495856165885925,"""[0.95200527]""",0.14788766205310822,0.9439374208450317,0.960212230682373
33,0.9654788374900818,"""[0.96553254]""",0.12118957191705704,0.964888870716095,0.9661771059036255,0.9468231797218323,"""[0.9499675]""",0.156415194272995,0.9312102198600769,0.9694960117340088
34,0.9644765853881836,"""[0.9644806]""",0.12392690777778625,0.9652329087257385,0.9637294411659241,0.9516574740409851,"""[0.95460445]""",0.15045693516731262,0.9340101480484009,0.9761273264884949
