epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5873417854309082,"""[0.6231214]""",0.6656497716903687,0.6090395450592041,0.6378698348999023,0.7314722537994385,"""[0.7837259]""",0.5229179859161377,0.6968110203742981,0.8954128623008728
1,0.6962025165557861,"""[0.7209303]""",0.5683687329292297,0.7085714340209961,0.7337278127670288,0.8148886561393738,"""[0.82824546]""",0.38984888792037964,0.8351989984512329,0.8214067220687866
2,0.8037974834442139,"""[0.81624186]""",0.42191267013549805,0.8176959753036499,0.8147928714752197,0.8806912302970886,"""[0.8975749]""",0.28977853059768677,0.841176450252533,0.9620795249938965
3,0.8863924145698547,"""[0.8918349]""",0.27402225136756897,0.9085328578948975,0.8757396340370178,0.9538052678108215,"""[0.9577122]""",0.12920327484607697,0.9527844786643982,0.9626911282539368
4,0.9278481006622314,"""[0.9317365]""",0.19338826835155487,0.9430302977561951,0.9207100868225098,0.9066134691238403,"""[0.92055416]""",0.2961803376674652,0.855941116809845,0.9957186579704285
5,0.9424050450325012,"""[0.94573647]""",0.1579853743314743,0.953125,0.9384615421295166,0.9724161028862,"""[0.974932]""",0.0902700424194336,0.9630071520805359,0.9871559739112854
6,0.9667721390724182,"""[0.9687221]""",0.10904334485530853,0.9754049181938171,0.9621301889419556,0.9052841663360596,"""[0.9198312]""",0.40383094549179077,0.8515625,1.0
7,0.9518987536430359,"""[0.9548157]""",0.12585443258285522,0.959378719329834,0.9502958655357361,0.9790627956390381,"""[0.98082197]""",0.062237340956926346,0.9763636589050293,0.9853211045265198
8,0.9721518754959106,"""[0.9739182]""",0.08938620984554291,0.9756532311439514,0.9721893668174744,0.9295446872711182,"""[0.93904537]""",0.26003843545913696,0.8860553503036499,0.9987767338752747
9,0.9661392569541931,"""[0.96814525]""",0.0987347885966301,0.9742360711097717,0.9621301889419556,0.985709547996521,"""[0.9869657]""",0.045889899134635925,0.9783653616905212,0.9957186579704285
10,0.9750000238418579,"""[0.97652304]""",0.06733207404613495,0.9808955192565918,0.9721893668174744,0.9870389103889465,"""[0.9880916]""",0.042803552001714706,0.9865853786468506,0.9896024465560913
11,0.9813291430473328,"""[0.98248744]""",0.06439385563135147,0.9857057929039001,0.9792899489402771,0.9823861718177795,"""[0.9839053]""",0.05888167396187782,0.9770808219909668,0.9908257126808167
12,0.9803797602653503,"""[0.9816133]""",0.0594668947160244,0.9839476943016052,0.9792899489402771,0.9597873091697693,"""[0.9641694]""",0.1380402147769928,0.9345579743385315,0.9957186579704285
13,0.9851265549659729,"""[0.98606586]""",0.046620652079582214,0.988116443157196,0.9840236902236938,0.9853771924972534,"""[0.9864615]""",0.04193141683936119,0.9925696849822998,0.980428159236908
14,0.9819620251655579,"""[0.98307097]""",0.05570061504840851,0.9868813157081604,0.9792899489402771,0.9827185273170471,"""[0.98424244]""",0.05398835986852646,0.9753753542900085,0.9932721853256226
15,0.9870253205299377,"""[0.9878447]""",0.04400383308529854,0.9898989796638489,0.9857988357543945,0.9887005686759949,"""[0.9895321]""",0.03267350792884827,0.9962802529335022,0.9828746318817139
16,0.9901898503303528,"""[0.9908257]""",0.032637227326631546,0.9911190271377563,0.9905325174331665,0.9860419034957886,"""[0.98717946]""",0.04801204428076744,0.9853747487068176,0.988990843296051
17,0.9863923788070679,"""[0.9872517]""",0.04946976155042648,0.9893048405647278,0.9852070808410645,0.9853771924972534,"""[0.98664236]""",0.04527907818555832,0.979505717754364,0.9938837885856628
18,0.9882911443710327,"""[0.98903054]""",0.032669275999069214,0.9910873174667358,0.9869822263717651,0.9840478301048279,"""[0.98550725]""",0.050121162086725235,0.9731663465499878,0.9981651306152344
19,0.9930379986763,"""[0.9934795]""",0.0186691265553236,0.9952493906021118,0.9917159676551819,0.9903622269630432,"""[0.9911125]""",0.028681892901659012,0.9932432174682617,0.988990843296051
20,0.9838607311248779,"""[0.98489785]""",0.045097969472408295,0.9857735633850098,0.9840236902236938,0.994350254535675,"""[0.99480915]""",0.02165028639137745,0.9932926893234253,0.9963302612304688
21,0.9895569682121277,"""[0.9902338]""",0.029182493686676025,0.9905269145965576,0.9899408221244812,0.9950149655342102,"""[0.99542266]""",0.018832329660654068,0.9933008551597595,0.9975535273551941
22,0.9914556741714478,"""[0.99200004]""",0.025096070021390915,0.9934718012809753,0.9905325174331665,0.984712541103363,"""[0.98603517]""",0.04643673077225685,0.9789029359817505,0.9932721853256226
23,0.9911392331123352,"""[0.99170125]""",0.03295554220676422,0.9934679269790649,0.9899408221244812,0.9960119724273682,"""[0.99632806]""",0.016377722844481468,0.996938169002533,0.9957186579704285
24,0.9898734092712402,"""[0.9905157]""",0.0270905289798975,0.9922803044319153,0.9887573719024658,0.9933532476425171,"""[0.99390244]""",0.022197937592864037,0.9908814430236816,0.9969419240951538
25,0.9905063509941101,"""[0.9911084]""",0.026321621611714363,0.9928740859031677,0.9893491268157959,0.9933532476425171,"""[0.993895]""",0.0271975789219141,0.9920780062675476,0.9957186579704285
26,0.9905063509941101,"""[0.9911137]""",0.027435123920440674,0.9922894239425659,0.9899408221244812,0.9877035617828369,"""[0.9887913]""",0.051724448800086975,0.9795918464660645,0.9981651306152344
27,0.9917721748352051,"""[0.9922894]""",0.024085108190774918,0.9946492314338684,0.9899408221244812,0.9611166715621948,"""[0.96539485]""",0.20937098562717438,0.9347078800201416,0.9981651306152344
28,0.9939873218536377,"""[0.9943737]""",0.01663367822766304,0.9952578544616699,0.9934911131858826,0.9946826100349426,"""[0.99511003]""",0.020818959921598434,0.9945021271705627,0.9957186579704285
29,0.9889240264892578,"""[0.9896235]""",0.03508878871798515,0.9916815161705017,0.9875739812850952,0.9936856031417847,"""[0.99421614]""",0.02927550859749317,0.9896969795227051,0.9987767338752747
30,0.9946202635765076,"""[0.994966]""",0.016659285873174667,0.9958506226539612,0.9940828680992126,0.9953473210334778,"""[0.9957265]""",0.018458222970366478,0.9939061403274536,0.9975535273551941
31,0.9984177350997925,"""[0.99852115]""",0.004692578688263893,0.9982259273529053,0.9988165497779846,0.9950149655342102,"""[0.99541706]""",0.01816117949783802,0.9945054650306702,0.9963302612304688
