epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8684855103492737,"""[0.8711121]""",0.3682103455066681,0.8547868728637695,0.8880729675292969,0.9350828528404236,"""[0.93724966]""",0.21365296840667725,0.9435483813285828,0.931034505367279
1,0.9597995281219482,"""[0.9599022]""",0.22917672991752625,0.9583055973052979,0.9615042209625244,0.9461326003074646,"""[0.9479306]""",0.201391339302063,0.9543010592460632,0.941644549369812
2,0.9688196182250977,"""[0.9689373]""",0.19567716121673584,0.9661504626274109,0.9717401266098022,0.9571823477745056,"""[0.9591029]""",0.1797502040863037,0.9540682435035706,0.9641909599304199
3,0.9749442934989929,"""[0.97506374]""",0.17017701268196106,0.9712960720062256,0.9788606762886047,0.9226519465446472,"""[0.92134833]""",0.25506025552749634,0.9791044592857361,0.8700265288352966
4,0.98017817735672,"""[0.9802222]""",0.15216413140296936,0.9789170026779175,0.9815309047698975,0.955110490322113,"""[0.9561107]""",0.1691908985376358,0.9738652110099792,0.9389920234680176
5,0.9809576869010925,"""[0.9809979]""",0.1424390822649002,0.9798002243041992,0.9821984767913818,0.9475138187408447,"""[0.9499341]""",0.17353186011314392,0.9437173008918762,0.9562334418296814
6,0.9828507900238037,"""[0.9829117]""",0.1273859590291977,0.980301022529602,0.9855362772941589,0.9412983655929565,"""[0.9432198]""",0.1959400326013565,0.9502018690109253,0.9363394975662231
7,0.9840757250785828,"""[0.98408103]""",0.12146627902984619,0.9846290946006775,0.9835336208343506,0.9482043981552124,"""[0.9494949]""",0.1769079566001892,0.9644322991371155,0.9350132346153259
8,0.9900890588760376,"""[0.99009895]""",0.10529198497533798,0.9899888634681702,0.99020916223526,0.9433701634407043,"""[0.9458388]""",0.17114979028701782,0.942105233669281,0.9496021270751953
9,0.9888641238212585,"""[0.9888741]""",0.09937874227762222,0.988874077796936,0.988874077796936,0.9537292718887329,"""[0.9558338]""",0.15746593475341797,0.9501965641975403,0.9615384340286255
10,0.9896436333656311,"""[0.9896655]""",0.09312829375267029,0.9884572625160217,0.9908767342567444,0.9302486181259155,"""[0.93445814]""",0.20247121155261993,0.91486656665802,0.9549071788787842
11,0.9832962155342102,"""[0.98331475]""",0.10161732137203217,0.9830960631370544,0.9835336208343506,0.9350828528404236,"""[0.9352617]""",0.2217360883951187,0.972779393196106,0.9005305171012878
12,0.9870824217796326,"""[0.9871197]""",0.09136729687452316,0.9851506948471069,0.9890965819358826,0.9254143834114075,"""[0.93068033]""",0.20005512237548828,0.9017412662506104,0.9615384340286255
13,0.9908685684204102,"""[0.99087673]""",0.07881294935941696,0.9908767342567444,0.9908767342567444,0.9461326003074646,"""[0.9480692]""",0.16426189243793488,0.9518716335296631,0.9442970752716064
14,0.9937639236450195,"""[0.9937805]""",0.06993085891008377,0.9920177459716797,0.9955496191978455,0.9537292718887329,"""[0.9549428]""",0.1455259919166565,0.968622088432312,0.941644549369812
15,0.9925389885902405,"""[0.99254805]""",0.0681481808423996,0.9922170042991638,0.9928793907165527,0.9406077265739441,"""[0.94228196]""",0.1861901879310608,0.9538043737411499,0.931034505367279
16,0.9932071566581726,"""[0.9932139]""",0.06259362399578094,0.9931034445762634,0.9933244585990906,0.9323204159736633,"""[0.93222684]""",0.20438724756240845,0.97398841381073,0.8938992023468018
17,0.9910913109779358,"""[0.9910973]""",0.06784678995609283,0.9913179278373718,0.9908767342567444,0.9495856165885925,"""[0.9511051]""",0.1715211570262909,0.9607577919960022,0.941644549369812
18,0.9936525821685791,"""[0.99365467]""",0.05694548413157463,0.994208037853241,0.9931018948554993,0.9495856165885925,"""[0.95143044]""",0.17798709869384766,0.9546061158180237,0.9482758641242981
19,0.994209349155426,"""[0.9942119]""",0.055595867335796356,0.9946547746658325,0.9937694668769836,0.9378452897071838,"""[0.9403183]""",0.19520533084869385,0.9403182864189148,0.9403182864189148
20,0.9902004599571228,"""[0.9902179]""",0.06035778298974037,0.9893380999565125,0.9910992383956909,0.950276255607605,"""[0.9516778]""",0.17055177688598633,0.9633151888847351,0.9403182864189148
21,0.9946547746658325,"""[0.99465954]""",0.04978225752711296,0.9946595430374146,0.9946595430374146,0.9523480534553528,"""[0.9539693]""",0.16719454526901245,0.9597315192222595,0.9482758641242981
22,0.9955456852912903,"""[0.9955496]""",0.046288374811410904,0.9955496191978455,0.9955496191978455,0.9454419612884521,"""[0.94729817]""",0.17368869483470917,0.9530201554298401,0.941644549369812
