epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5830734968185425,"""[0.5625146]""",0.6552751064300537,0.5922735929489136,0.5356030464172363,0.5662983655929565,"""[0.29119638]""",0.65582275390625,0.9772727489471436,0.17108753323554993
1,0.7587973475456238,"""[0.7564651]""",0.5139544010162354,0.7645454406738281,0.7485536336898804,0.7665745615959167,"""[0.7462463]""",0.46567749977111816,0.8598616123199463,0.6591511964797974
2,0.8355233669281006,"""[0.8330507]""",0.38733500242233276,0.8465425968170166,0.8199821710586548,0.8743094205856323,"""[0.8900966]""",0.3317238390445709,0.8170731663703918,0.9774535894393921
3,0.9091314077377319,"""[0.9070615]""",0.27481964230537415,0.9290713667869568,0.8860703110694885,0.9019337296485901,"""[0.9120198]""",0.26214170455932617,0.8558139801025391,0.9761273264884949
4,0.9189309477806091,"""[0.91749775]""",0.24444448947906494,0.9348729848861694,0.9007565379142761,0.9406077265739441,"""[0.9411765]""",0.1715792566537857,0.9717513918876648,0.912466824054718
5,0.928062379360199,"""[0.9268072]""",0.22204028069972992,0.9441366791725159,0.910102367401123,0.9523480534553528,"""[0.95457536]""",0.1787470430135727,0.9477124214172363,0.9615384340286255
6,0.9326280355453491,"""[0.9317233]""",0.20965979993343353,0.945271372795105,0.9185580611228943,0.9482043981552124,"""[0.9509483]""",0.18260782957077026,0.9380645155906677,0.9641909599304199
7,0.9337416291236877,"""[0.9327912]""",0.21095110476016998,0.9472355842590332,0.9187806248664856,0.9468231797218323,"""[0.9497061]""",0.18282368779182434,0.9356499314308167,0.9641909599304199
8,0.9399777054786682,"""[0.9390478]""",0.19689500331878662,0.9547022581100464,0.9238985180854797,0.9592541456222534,"""[0.96110743]""",0.15662901103496552,0.955439031124115,0.9668434858322144
9,0.9444320797920227,"""[0.94366044]""",0.18046340346336365,0.9578272104263306,0.9299065470695496,0.9385359287261963,"""[0.94239485]""",0.20254775881767273,0.9203540086746216,0.9655172228813171
10,0.9428730607032776,"""[0.9420928]""",0.1794501394033432,0.9560137391090393,0.9285714030265808,0.9074585437774658,"""[0.91625]""",0.2585301995277405,0.8664302825927734,0.9721485376358032
11,0.9445434212684631,"""[0.94398206]""",0.175477534532547,0.9545040726661682,0.9336893558502197,0.9233425259590149,"""[0.9297023]""",0.23539017140865326,0.8896969556808472,0.9734748005867004
12,0.9511135816574097,"""[0.9506242]""",0.16625092923641205,0.9611098766326904,0.9403649568557739,0.955110490322113,"""[0.95726496]""",0.15975335240364075,0.9491525292396545,0.9655172228813171
13,0.9492204785346985,"""[0.94862545]""",0.16510097682476044,0.9607484936714172,0.9368046522140503,0.939226508140564,"""[0.9431525]""",0.18255504965782166,0.9193954467773438,0.9681697487831116
14,0.9543429613113403,"""[0.9539015]""",0.1540032923221588,0.964090883731842,0.9439252614974976,0.9323204159736633,"""[0.93661064]""",0.1889500468969345,0.9141414165496826,0.960212230682373
15,0.9641425609588623,"""[0.9638689]""",0.13224107027053833,0.9721593260765076,0.9557187557220459,0.9606353640556335,"""[0.9622767]""",0.13997256755828857,0.960369884967804,0.9641909599304199
16,0.9634743928909302,"""[0.96320397]""",0.12694096565246582,0.9712669849395752,0.9552736878395081,0.9599447250366211,"""[0.9616909]""",0.13847000896930695,0.9578947424888611,0.9655172228813171
17,0.9653674960136414,"""[0.9652242]""",0.12630552053451538,0.9701056480407715,0.960391640663147,0.9530386924743652,"""[0.9554974]""",0.14805161952972412,0.9431524276733398,0.9681697487831116
18,0.9641425609588623,"""[0.96399826]""",0.1261165738105774,0.968764066696167,0.9592790603637695,0.9564917087554932,"""[0.9586343]""",0.14408431947231293,0.9492847919464111,0.9681697487831116
19,0.9644765853881836,"""[0.9642817]""",0.12408288568258286,0.9704755544662476,0.9581664204597473,0.9544199109077454,"""[0.9567496]""",0.15061095356941223,0.9455958604812622,0.9681697487831116
20,0.9652560949325562,"""[0.9650929]""",0.12492288649082184,0.9705220460891724,0.9597240686416626,0.9613259434700012,"""[0.96339875]""",0.14882302284240723,0.9497422575950623,0.9774535894393921
21,0.9689309597015381,"""[0.9688164]""",0.12159347534179688,0.9732764363288879,0.9643969535827637,0.9537292718887329,"""[0.9561231]""",0.14652620255947113,0.9443725943565369,0.9681697487831116
22,0.9648106694221497,"""[0.96465325]""",0.12377265095710754,0.9698605537414551,0.9595015645027161,0.9592541456222534,"""[0.96131146]""",0.14021384716033936,0.9507133364677429,0.9721485376358032
23,0.9655901789665222,"""[0.96547866]""",0.11900294572114944,0.9694861769676208,0.9615042209625244,0.9613259434700012,"""[0.9630607]""",0.13150399923324585,0.9580052495002747,0.9681697487831116
24,0.967371940612793,"""[0.96726614]""",0.11707767844200134,0.971281111240387,0.9632843732833862,0.958563506603241,"""[0.96052635]""",0.1351497769355774,0.9530026316642761,0.9681697487831116
25,0.968596875667572,"""[0.9685057]""",0.11663295328617096,0.9721972942352295,0.9648420214653015,0.9592541456222534,"""[0.96115863]""",0.13460774719715118,0.9542483687400818,0.9681697487831116
26,0.966815173625946,"""[0.96669644]""",0.11746016144752502,0.9710372686386108,0.9623942971229553,0.9592541456222534,"""[0.96115863]""",0.13688459992408752,0.9542483687400818,0.9681697487831116
27,0.9678173661231995,"""[0.9677059]""",0.11625976860523224,0.9719416499137878,0.9635068774223328,0.9578729271888733,"""[0.9598948]""",0.13527807593345642,0.9517601132392883,0.9681697487831116
28,0.9678173661231995,"""[0.967648]""",0.1151943951845169,0.9736427068710327,0.961726725101471,0.9620165824890137,"""[0.9637442]""",0.13229240477085114,0.9580602645874023,0.9694960117340088
29,0.9660356640815735,"""[0.9659256]""",0.11680682748556137,0.9699349403381348,0.9619492888450623,0.9613259434700012,"""[0.9631093]""",0.13377447426319122,0.9568063020706177,0.9694960117340088
30,0.9680401086807251,"""[0.967958]""",0.1137724220752716,0.9713197350502014,0.964619517326355,0.9599447250366211,"""[0.9618421]""",0.13420124351978302,0.9543080925941467,0.9694960117340088
31,0.9683741927146912,"""[0.96826106]""",0.11604239046573639,0.9726088643074036,0.9639519453048706,0.9606353640556335,"""[0.9624753]""",0.13417987525463104,0.9555555582046509,0.9694960117340088
